n_files,file_name,shape,fold,seed,score
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",1,1234,2.189829349289293
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",2,1234,2.340337715071371
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",3,1234,2.055089253807657
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",4,1234,2.2271718179807243
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",5,1234,2.2628067692549023
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",6,1234,2.1871065509037013
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",7,1234,2.388089567026949
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",8,1234,2.105958186492603
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",9,1234,2.2025324067620704
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",10,1234,2.135740425899514
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",11,1234,2.0892616538922613
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",12,1234,2.233249781071774
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",13,1234,2.3390793236400373
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",14,1234,2.2675678672637396
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",15,1234,2.18784472985442
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",16,1234,2.1923903720991444
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",17,1234,2.344567922536156
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",18,1234,2.0380753885431524
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",19,1234,2.1663095825896623
14,5da138314db8ce0c98bbf3a0_train.csv,"(9012, 1216)",999,1234,2.2099662438426915
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",0,1234,2.4384076236540704
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",1,1234,2.5302273024828827
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",2,1234,2.540841491305061
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",3,1234,2.684307490742221
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",4,1234,2.664908078461746
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",5,1234,2.904207386431757
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",6,1234,2.4666945756625585
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",7,1234,2.5209452808834354
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",8,1234,2.742125473920567
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",9,1234,2.489475437309954
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",10,1234,2.7853095763158655
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",11,1234,2.86354419471092
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",12,1234,2.689988974192415
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",13,1234,2.5535554306899346
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",14,1234,2.886086861616772
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",15,1234,2.850840184922358
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",16,1234,2.8781782546072927
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",17,1234,2.41976582746667
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",18,1234,2.878387616819041
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",19,1234,2.288317291022871
15,5da138364db8ce0c98bc00f1_train.csv,"(2767, 826)",999,1234,2.653680294431832
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",0,1234,3.3705053722929885
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",1,1234,3.478735368780769
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",2,1234,3.3077919861651397
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",3,1234,3.2334597610773312
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",4,1234,3.3895234164869055
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",5,1234,3.2430264939103486
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",6,1234,3.281608469520629
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",7,1234,3.182961198702781
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",8,1234,3.2739853165004122
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",9,1234,3.3256391753138304
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",10,1234,3.25283225317397
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",11,1234,3.2159009570910615
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",12,1234,3.3845823209057087
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",13,1234,3.2583290908801423
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",14,1234,3.2445980074662684
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",15,1234,3.4446888587594486
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",16,1234,3.2696520671771934
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",17,1234,3.2409932187255377
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",18,1234,3.344300886088909
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",19,1234,3.295589573880888
16,5da1383b4db8ce0c98bc11ab_train.csv,"(13196, 1529)",999,1234,3.301939524671742
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",0,1234,2.8875644753017164
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",1,1234,2.8226642069271857
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",2,1234,2.9340662458319318
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",3,1234,3.299360093846583
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",4,1234,3.0508334694976837
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",5,1234,2.73601338998442
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",6,1234,2.8697086416430757
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",7,1234,2.849755877100992
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",8,1234,2.786520305665809
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",9,1234,3.0776585843713224
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",10,1234,2.8234628544592746
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",11,1234,2.9592059113431826
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",12,1234,2.976059587596706
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",13,1234,2.9010005700044705
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",14,1234,2.947974554737715
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",15,1234,3.2198444647488778
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",16,1234,3.094660921641626
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",17,1234,3.05212804810641
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",18,1234,2.902881597978754
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",19,1234,3.047657357066059
17,5da138754db8ce0c98bca82f_train.csv,"(7188, 1631)",999,1234,2.961916883982978
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",0,1234,3.562647128411246
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",1,1234,3.5498055302096727
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",2,1234,3.554223686455983
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",3,1234,3.759608402643598
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",4,1234,3.668333906043017
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",5,1234,3.5118481851319387
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",6,1234,3.5239295633116643
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",7,1234,3.3643954747695464
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",8,1234,3.7485937110353627
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",9,1234,3.6695112975627944
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",10,1234,3.2753567295883528
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",11,1234,3.4540147886199177
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",12,1234,3.4449547882874985
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",13,1234,3.589160772599219
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",14,1234,3.23748052867791
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",15,1234,3.4885614797111444
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",16,1234,3.2987998399401626
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",17,1234,3.651839135063438
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",18,1234,3.425445411867922
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",19,1234,3.563803733201279
18,5da138764db8ce0c98bcaa46_train.csv,"(9420, 1892)",999,1234,3.5171157046565833
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",0,1234,3.6161620712932168
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",1,1234,3.4831821495924005
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",2,1234,3.7415206729494193
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",3,1234,3.431279581975385
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",4,1234,3.9170886707350765
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",5,1234,3.587880722217048
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",6,1234,3.5418510023440937
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",7,1234,4.790263865986533
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",8,1234,3.5530722881710317
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",9,1234,4.099026240549821
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",10,1234,3.823751543064998
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",11,1234,3.5958628470657716
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",12,1234,3.5010045124959017
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",13,1234,4.009430835251963
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",14,1234,3.65628499380539
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",15,1234,4.032342242390282
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",16,1234,3.4840016709344486
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",17,1234,4.150298293835247
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",18,1234,3.8820490069599747
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",19,1234,3.7336817385084333
19,5da1389e4db8ce0c98bd0547_train.csv,"(6312, 1025)",999,1234,3.7814705245478097
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",0,1234,4.369844288207039
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",1,1234,4.414402252019692
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",2,1234,4.083581553392079
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",3,1234,4.2410185128892115
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",4,1234,4.175953777558664
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",5,1234,4.017170511391289
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",6,1234,3.968559806221892
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",7,1234,4.185843220109362
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",8,1234,4.144482739248274
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",9,1234,4.0264690157863265
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",10,1234,4.2101508827116145
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",11,1234,4.051650379095981
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",12,1234,4.167757830181611
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",13,1234,4.393380761541514
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",14,1234,4.161098209301917
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",15,1234,4.015313288851463
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",16,1234,4.1760517278872005
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",17,1234,4.275385902394287
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",18,1234,4.07219107546505
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",19,1234,4.107103954157881
20,5da138b74db8ce0c98bd4774_train.csv,"(17382, 3539)",999,1234,4.162896862603299
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",0,1234,3.381833463994196
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",1,1234,3.1435933208528635
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",2,1234,3.2274761588608505
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",3,1234,3.3619648255860732
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",4,1234,3.3320291962677797
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",5,1234,3.366753556418064
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",6,1234,3.1693336158899252
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",7,1234,3.170336788491935
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",8,1234,3.2218548413127275
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",9,1234,3.3194666311864656
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",10,1234,3.3025428326051167
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",11,1234,3.394099366010246
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",12,1234,3.260458306169108
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",13,1234,3.2293643320992445
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",14,1234,3.3474694119911783
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",15,1234,3.2174872052582435
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",16,1234,3.3334776857867516
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",17,1234,3.3103459659632466
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",18,1234,3.226525737816634
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",19,1234,3.254197829087201
21,5da958dd46f8266d0737457b_train.csv,"(15148, 3503)",999,1234,3.278525607483746
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",0,1234,4.2558025948989835
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",1,1234,4.324021457225794
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",2,1234,4.2827120231435245
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",3,1234,4.41664606204924
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",4,1234,4.4149192036847955
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",5,1234,4.327976590881595
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",6,1234,4.382017453771611
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",7,1234,4.589053535069536
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",8,1234,4.291122228440888
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",9,1234,4.664190854749645
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",10,1234,4.3625827435746025
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",11,1234,4.513602081513973
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",12,1234,4.7450227074245666
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",13,1234,4.599955289310294
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",14,1234,4.570419521492564
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",15,1234,4.278709231549132
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",16,1234,4.385494006167335
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",17,1234,4.227099259829659
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",18,1234,4.2371161595401405
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",19,1234,4.366462737098317
22,5dbc1d84c1eb61796cf7c010_train.csv,"(16174, 4523)",999,1234,4.411771338190307
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",0,1234,4.238850835735717
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",1,1234,4.347845333223823
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",2,1234,4.465483666388956
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",3,1234,4.2280721598369855
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",4,1234,4.411502634361739
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",5,1234,4.451743809966133
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",6,1234,4.296613250076929
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",7,1234,4.235067155830765
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",8,1234,4.5013392154834095
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",9,1234,4.399599829844766
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",10,1234,4.282668488425723
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",11,1234,4.68134921804293
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",12,1234,4.693586241435274
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",13,1234,4.249062356868703
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",14,1234,4.298832671010473
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",15,1234,4.268072340650825
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",16,1234,4.507395457887703
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",17,1234,4.526165932984748
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",18,1234,4.421392747402602
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",19,1234,4.205714082449114
23,5dc8cea7659e181adb076a3f_train.csv,"(15655, 4868)",999,1234,4.385517797859474
